route,severity,published,supplier,product,finding,how
NEEDS DATA,major,draft,"Premier Housewares","Elko Oval Wall Clock with Dark Grey Finish","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Elko Oval Wall Clock with Dark Grey Finish","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Elko Pink Finish Embossed Effect Wall Clock","3 FAQs answer nothing (e.g. ""Can the clock be hung portrait and landscape?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Elko Pink Finish Embossed Effect Wall Clock","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Elko Pink Finish Embossed Effect Wall Clock","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Elko Pink Finish Embossed Effect Wall Clock","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Elko Pink Finish Embossed Effect Wall Clock","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Elko Pink Finish Embossed Effect Wall Clock","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Elko White Finish Embossed Wall Clock","3 FAQs answer nothing (e.g. ""Does the clock come with fixings for hanging?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Elko White Finish Embossed Wall Clock","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Elko White Finish Embossed Wall Clock","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Elko White Finish Embossed Wall Clock","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Elko White Finish Embossed Wall Clock","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Elko White Finish Embossed Wall Clock","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Beauly Metal Wall Clock with Gold Finish","4 FAQs answer nothing (e.g. ""Does the Beauly wall clock come with fixings for hanging?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Beauly Metal Wall Clock with Gold Finish","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Beauly Metal Wall Clock with Gold Finish","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Beauly Metal Wall Clock with Gold Finish","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Beauly Metal Wall Clock with Gold Finish","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Vitus Large Wall Clock","1 FAQ answer nothing (e.g. ""Is the clock suitable for outdoor use?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Vitus Large Wall Clock","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Vitus Large Wall Clock","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Vitus Large Wall Clock","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Vitus Large Wall Clock","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Vitus Large Wall Clock","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Vitus Gold Finish Wall Clock","1 FAQ answer nothing (e.g. ""Can it be hung portrait and landscape?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Vitus Gold Finish Wall Clock","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Vitus Gold Finish Wall Clock","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Vitus Gold Finish Wall Clock","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Vitus Gold Finish Wall Clock","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Vitus Gold Finish Wall Clock","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Premier Housewares","Vitus Large Wooden Wall Clock","Filler phrases: perfect for, adds a touch of, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Vitus Large Wooden Wall Clock","3 FAQs answer nothing (e.g. ""Do the screws and wall plugs come with the clock?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Vitus Large Wooden Wall Clock","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Vitus Large Wooden Wall Clock","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Vitus Large Wooden Wall Clock","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Vitus Large Wooden Wall Clock","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Vitus Large Wooden Wall Clock","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Gala Black Glass Vanity Mirror with Drawers","1 FAQ answer nothing (e.g. ""Can the mirror be hung portrait and landscape?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Gala Black Glass Vanity Mirror with Drawers","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Gala Black Glass Vanity Mirror with Drawers","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Gala Black Glass Vanity Mirror with Drawers","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Gala Black Glass Vanity Mirror with Drawers","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Gala Black Glass Vanity Mirror with Drawers","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Vermont White Wash Round Dining Table with 4 Chairs Set","1 FAQ answer nothing (e.g. ""Are fixings and instructions included?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Vermont White Wash Round Dining Table with 4 Chairs Set","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Vermont White Wash Round Dining Table with 4 Chairs Set","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Vermont White Wash Round Dining Table with 4 Chairs Set","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Vermont White Wash Round Dining Table with 4 Chairs Set","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Vermont White Wash Round Dining Table with 4 Chairs Set","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
WRITING,minor,draft,"Premier Housewares","Westbury Oak Wood Veneer Media Unit","Filler phrases: designed to enhance, versatile addition, your space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Westbury Oak Wood Veneer Media Unit","1 FAQ answer nothing (e.g. ""What is the maximum screen size this media unit can hold?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Westbury Oak Wood Veneer Media Unit","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Westbury Oak Wood Veneer Media Unit","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Westbury Oak Wood Veneer Media Unit","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Westbury Oak Wood Veneer Media Unit","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Westbury Oak Wood Veneer Media Unit","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Westbury Oak Wood Veneer Media Unit","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Harlow Glenn Pinewood Large Kitchen Trolley","1 FAQ answer nothing (e.g. ""What are the internal dimensions of the shelves?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Harlow Glenn Pinewood Large Kitchen Trolley","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Harlow Glenn Pinewood Large Kitchen Trolley","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Harlow Glenn Pinewood Large Kitchen Trolley","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Harlow Glenn Pinewood Large Kitchen Trolley","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Harlow Glenn Pinewood Large Kitchen Trolley","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Harlow Glenn Pinewood Large Kitchen Trolley","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Black Garden Chair","2 FAQs answer nothing (e.g. ""Is there a weight limit for the chair?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Black Garden Chair","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Black Garden Chair","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Black Garden Chair","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Black Garden Chair","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,minor,draft,"Premier Housewares","Black Garden Chair","Only 1 image — one angle invites a surprise.","supplier image pack — §E"
NEEDS DATA,major,draft,"Premier Housewares","Black Garden Chair","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
WRITING,minor,draft,"Premier Housewares","Urban White Floor Standing Mirror","Filler phrases: perfect for, adds a touch of, any space","Tier 2 rewrite"
AUTOMATIC,major,draft,"Premier Housewares","Urban White Floor Standing Mirror","1 FAQ answer nothing (e.g. ""Can this mirror be hung both portrait and landscape?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Urban White Floor Standing Mirror","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Urban White Floor Standing Mirror","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Urban White Floor Standing Mirror","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Urban White Floor Standing Mirror","No weight recorded.","supplier spec sheet — §E"
NEEDS DATA,major,draft,"Premier Housewares","Urban White Floor Standing Mirror","The copy admits it does not know something instead of finding it out.","get the fact from sourceUrl, then rewrite. Never invent"
AUTOMATIC,major,draft,"Premier Housewares","Selby Natural Tropical Hevea Wood Square Plant Stand","1 FAQ answer nothing (e.g. ""What are the internal dimensions of the plant stand?"").","fix-catalogue-tier1.ts --apply"
AUTOMATIC,major,draft,"Premier Housewares","Selby Natural Tropical Hevea Wood Square Plant Stand","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
NEEDS DAMIEN,blocker,draft,"Premier Housewares","Selby Natural Tropical Hevea Wood Square Plant Stand","No retail price.","prices are Damien's — never imported, never guessed"
NEEDS DATA,major,draft,"Premier Housewares","Selby Natural Tropical Hevea Wood Square Plant Stand","No cost price, so margin is unknown.","supplier trade price file — docs/external-data-requirements.md §B"
NEEDS DATA,minor,draft,"Premier Housewares","Selby Natural Tropical Hevea Wood Square Plant Stand","No weight recorded.","supplier spec sheet — §E"
AUTOMATIC,major,draft,"Premier Housewares","Lyon Grey Oak Wood And Rattan Cross Back Dining Chair","Title does not end with “| Kaiku”.","fix-catalogue-tier1.ts --apply"
